Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A6,Petrol,17.0,12.0,14.8,19,346,1.0,12.0,5.0
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A8,Petrol,15.7,11.0,13.6,21,319,1.0,11.0,4.699999999999999
RAM,1500 Classic 4X4 EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,Diesel,12.3,8.8,10.8,26,289,0.9,8.8,3.5
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,Petrol,14.5,10.2,12.6,22,294,1.0,10.2,4.300000000000001
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,Electric,20.7,14.7,18.0,16,300,0.8,14.7,6.0
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,Petrol,18.7,13.3,16.3,17,382,1.0,13.3,5.399999999999999
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,Petrol,16.1,11.5,14.0,20,328,1.0,11.5,4.600000000000001
RAM,ProMaster City,SPECIAL PURPOSE VEHICLE,2.4,4,A9,Petrol,11.2,8.3,9.9,29,232,1.0,8.3,2.8999999999999986
ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Petrol,20.0,11.8,16.3,17,382,1.0,11.8,8.2
ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Petrol,20.3,13.0,17.0,17,397,1.0,13.0,7.300000000000001
ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Petrol,20.3,13.0,17.0,17,397,1.0,13.0,7.300000000000001
ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Petrol,20.3,13.0,17.0,17,397,1.0,13.0,7.300000000000001
ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Petrol,20.0,11.8,16.3,17,382,1.0,11.8,8.2
ROLLS-ROYCE,Phantom EWB,FULL-SIZE,6.7,12,AS8,Petrol,20.0,11.8,16.3,17,382,1.0,11.8,8.2
ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Petrol,19.6,12.9,16.6,17,388,1.0,12.9,6.700000000000001
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Petrol,9.7,7.2,8.6,33,200,1.0,7.2,2.499999999999999
TOYOTA,4Runner 4WD,SUV - STANDARD,4.0,6,AS5,Petrol,14.3,11.9,13.2,21,308,1.0,11.9,2.4000000000000004
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,Petrol,14.3,11.9,13.2,21,308,1.0,11.9,2.4000000000000004
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Petrol,9.9,7.3,8.7,32,204,1.0,7.3,2.6000000000000005
TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,Petrol,10.9,7.6,9.4,30,220,1.0,7.6,3.3000000000000007
TOYOTA,Camry,MID-SIZE,2.5,4,AS8,Petrol,8.1,5.7,6.9,41,164,1.0,5.7,2.3999999999999995
TOYOTA,Camry LE/SE,MID-SIZE,2.5,4,AS8,Petrol,8.4,6.1,7.4,38,173,1.0,6.1,2.3000000000000007
TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,Petrol,8.5,6.2,7.5,38,175,1.0,6.2,2.3
TOYOTA,Camry,MID-SIZE,3.5,6,AS8,Petrol,10.5,7.1,9.0,31,210,1.0,7.1,3.4000000000000004
TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,Petrol,10.7,7.4,9.2,31,215,1.0,7.4,3.299999999999999
TOYOTA,C-HR,COMPACT,2.0,4,AS7,Petrol,8.7,7.5,8.2,34,189,1.0,7.5,1.1999999999999993
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,Petrol,8.3,6.5,7.5,38,174,1.0,6.5,1.8000000000000007
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,Petrol,7.8,5.9,6.9,41,163,1.0,5.9,1.8999999999999995
TOYOTA,Highlander,SUV - SMALL,3.5,6,AS8,Petrol,11.8,8.7,10.3,27,243,1.0,8.7,3.1000000000000014
TOYOTA,Highlander AWD,SUV - STANDARD,3.5,6,AS8,Petrol,12.1,9.0,10.6,27,250,1.0,9.0,3.0999999999999996
TOYOTA,Highlander AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,Petrol,12.0,8.9,10.6,27,248,1.0,8.9,3.0999999999999996
TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,Petrol,11.7,8.8,10.4,27,242,1.0,8.8,2.8999999999999986
TOYOTA,Prius,MID-SIZE,1.8,4,AV,Petrol,4.4,4.6,4.4,64,105,1.0,4.6,-0.1999999999999993
TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,Petrol,4.5,4.9,4.7,60,109,1.0,4.9,-0.40000000000000036
TOYOTA,Prius c,COMPACT,1.5,4,AV,Petrol,4.9,5.5,5.1,55,120,1.0,5.5,-0.5999999999999996
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,Petrol,8.8,6.7,7.8,36,183,1.0,6.7,2.1000000000000005
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,Petrol,9.2,7.1,8.3,34,190,1.0,7.1,2.0999999999999996
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,Petrol,18.4,13.8,16.4,17,384,1.0,13.8,4.599999999999998
TOYOTA,Sienna,MINIVAN,3.5,6,AS8,Petrol,12.4,8.9,10.8,26,254,1.0,8.9,3.5
TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS8,Petrol,13.4,9.6,11.7,24,274,1.0,9.6,3.8000000000000007
TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS6,Petrol,12.1,10.1,11.2,25,263,1.0,10.1,2.0
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,Petrol,12.7,10.6,11.7,24,274,1.0,10.6,2.0999999999999996
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,Petrol,13.0,10.5,11.9,24,278,1.0,10.5,2.5
TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,Petrol,17.7,13.6,15.9,18,371,1.0,13.6,4.1
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,Petrol,16.8,13.1,14.9,19,354,1.0,13.1,3.700000000000001
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,Petrol,18.0,14.1,16.3,17,382,1.0,14.1,3.9000000000000004
TOYOTA,Yaris,COMPACT,1.5,4,AS6,Petrol,7.3,5.8,6.6,43,155,1.0,5.8,1.5
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A4,Petrol,7.9,6.8,7.4,38,173,1.0,6.8,1.1000000000000005
VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2.0,4,AS8,Petrol,12.0,8.6,10.4,27,244,1.0,8.6,3.4000000000000004
VOLKSWAGEN,Atlas,SUV - SMALL,2.0,4,AS8,Petrol,11.6,9.1,10.5,27,245,1.0,9.1,2.5
VOLKSWAGEN,Atlas 4MOTION,SUV - STANDARD,3.6,6,AS8,Petrol,13.8,10.2,12.2,23,286,1.0,10.2,3.6000000000000014
VOLKSWAGEN,Beetle,COMPACT,2.0,4,AS6,Petrol,9.0,7.1,8.2,34,191,1.0,7.1,1.9000000000000004
VOLKSWAGEN,Beetle Convertible,SUBCOMPACT,2.0,4,AS6,Petrol,9.0,7.1,8.2,34,191,1.0,7.1,1.9000000000000004
VOLKSWAGEN,Beetle Dune,COMPACT,2.0,4,AS6,Petrol,9.1,6.9,8.1,35,189,1.0,6.9,2.1999999999999993
VOLKSWAGEN,Beetle Dune Convertible,SUBCOMPACT,2.0,4,AS6,Petrol,9.1,6.9,8.1,35,189,1.0,6.9,2.1999999999999993
VOLKSWAGEN,Golf,COMPACT,1.4,4,AS8,Petrol,8.1,6.4,7.4,38,172,1.0,6.4,1.6999999999999993
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,AM6,Petrol,10.7,8.0,9.4,30,220,1.0,8.0,2.6999999999999993
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,AS8,Petrol,8.6,6.5,7.6,37,178,1.0,6.5,2.0999999999999996
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,Petrol,10.8,8.1,9.6,29,224,1.0,8.1,2.700000000000001
VOLKSWAGEN,Jetta,COMPACT,1.4,4,AS8,Petrol,7.8,5.9,7.0,40,162,1.0,5.9,1.8999999999999995
VOLKSWAGEN,Passat,MID-SIZE,2.0,4,AS6,Petrol,9.3,6.5,8.1,35,188,1.0,6.5,2.8000000000000007
VOLKSWAGEN,Tiguan,SUV - SMALL,2.0,4,AS8,Petrol,10.7,8.0,9.5,30,221,1.0,8.0,2.6999999999999993
VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,Petrol,11.1,8.1,9.8,29,228,1.0,8.1,3.0
VOLVO,S60 T5,COMPACT,2.0,4,AS8,Petrol,9.9,6.6,8.4,34,197,1.0,6.6,3.3000000000000007
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Petrol,11.1,7.3,9.4,30,218,1.0,7.3,3.8
VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS8,Petrol,10.6,7.4,9.2,31,215,1.0,7.4,3.1999999999999993
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Petrol,11.1,7.3,9.4,30,219,1.0,7.3,3.8
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,Petrol,9.9,6.6,8.4,34,197,1.0,6.6,3.3000000000000007
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Petrol,11.1,7.3,9.4,30,219,1.0,7.3,3.8
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Petrol,10.8,7.6,9.3,30,218,1.0,7.6,3.200000000000001
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Petrol,11.1,7.3,9.4,30,219,1.0,7.3,3.8
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Petrol,11.6,8.1,10.0,28,233,1.0,8.1,3.5
VOLVO,XC40 T5 AWD,SUV - SMALL,2.0,4,AS8,Petrol,10.3,7.5,9.0,31,211,1.0,7.5,2.8000000000000007
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Petrol,11.3,8.5,10.0,28,233,1.0,8.5,2.8000000000000007
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Petrol,11.8,8.6,10.4,27,242,1.0,8.6,3.200000000000001
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Petrol,11.3,8.5,10.0,28,233,1.0,8.5,2.8000000000000007
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Petrol,12.1,8.9,10.7,26,250,1.0,8.9,3.1999999999999993
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Petrol,12.3,9.2,10.9,26,254,1.0,9.2,3.1000000000000014
ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Petrol,12.2,9.5,11.0,26,258,1.0,9.5,2.6999999999999993
ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Petrol,11.0,8.6,9.9,29,232,1.0,8.6,2.4000000000000004
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Petrol,11.3,9.1,10.3,27,241,1.0,9.1,2.200000000000001
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Petrol,11.4,7.7,9.8,29,228,1.0,7.7,3.7
ACURA,TLX SH-AWD A-SPEC/Limited Edition,COMPACT,3.5,6,AS9,Petrol,12.0,8.2,10.3,27,240,1.0,8.2,3.8000000000000007
ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Petrol,9.7,6.9,8.4,34,197,1.0,6.9,2.799999999999999
ALFA ROMEO,Giulia,MID-SIZE,2.0,4,A8,Petrol,10.0,7.2,8.7,32,205,1.0,7.2,2.8
ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,A8,Petrol,10.5,7.7,9.2,31,217,1.0,7.7,2.8
ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Petrol,13.5,9.3,11.6,24,271,1.0,9.3,4.199999999999999
ALFA ROMEO,Stelvio,SUV - SMALL,2.0,4,A8,Petrol,10.3,8.1,9.3,30,218,1.0,8.1,2.200000000000001
ALFA ROMEO,Stelvio AWD,SUV - SMALL,2.0,4,A8,Petrol,10.8,8.3,9.6,29,226,1.0,8.3,2.5
ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Petrol,13.9,10.3,12.3,23,288,1.0,10.3,3.5999999999999996
ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,A8,Petrol,13.0,9.8,11.5,25,271,1.0,9.8,3.1999999999999993
ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Petrol,15.5,10.6,13.3,21,312,1.0,10.6,4.9
ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Petrol,16.4,10.7,13.8,20,324,1.0,10.7,5.699999999999999
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,A8,Petrol,13.1,9.6,11.5,25,270,1.0,9.6,3.5
AUDI,A8L,FULL-SIZE,3.0,6,AS8,Petrol,13.5,8.9,11.5,25,267,1.0,8.9,4.6
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Petrol,15.4,10.4,13.2,21,308,1.0,10.4,5.0
AUDI,Q3 quattro,SUV - SMALL,2.0,4,AS8,Petrol,12.3,8.6,10.6,27,248,1.0,8.6,3.700000000000001
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Petrol,13.8,11.4,12.7,22,296,1.0,11.4,2.4000000000000004
AUDI,Q8,SUV - STANDARD,3.0,6,AS8,Petrol,13.8,11.4,12.7,22,296,1.0,11.4,2.4000000000000004
AUDI,S4,COMPACT,3.0,6,AS8,Petrol,11.8,8.9,10.5,27,245,1.0,8.9,2.9000000000000004
AUDI,S5,SUBCOMPACT,3.0,6,AS8,Petrol,11.8,8.9,10.5,27,245,1.0,8.9,2.9000000000000004
AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS8,Petrol,12.1,9.1,10.8,26,252,1.0,9.1,3.0
AUDI,S5 Sportback,MID-SIZE,3.0,6,AS8,Petrol,11.8,8.9,10.5,27,245,1.0,8.9,2.9000000000000004
AUDI,S6,MID-SIZE,2.9,6,AS8,Petrol,12.9,8.5,10.9,26,255,1.0,8.5,4.4
AUDI,S7,MID-SIZE,2.9,6,AS8,Petrol,12.9,8.5,10.9,26,255,1.0,8.5,4.4
AUDI,S8,FULL-SIZE,4.0,8,AS8,Petrol,17.6,10.7,14.5,19,339,1.0,10.7,6.900000000000002
AUDI,SQ5,SUV - SMALL,3.0,6,AS8,Petrol,13.1,10.3,11.8,24,276,1.0,10.3,2.799999999999999
BENTLEY,Bentayga,SUV - STANDARD,4.0,8,AS8,Petrol,16.4,10.1,13.6,21,315,1.0,10.1,6.299999999999999
BENTLEY,Bentayga,SUV - STANDARD,6.0,12,AS8,Petrol,20.0,13.8,17.2,16,401,1.0,13.8,6.199999999999999
BMW,230i Cabriolet,SUBCOMPACT,2.0,4,AS8,Petrol,10.1,7.0,8.7,32,204,1.0,7.0,3.0999999999999996
BMW,230i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Petrol,10.9,7.5,9.4,30,219,1.0,7.5,3.4000000000000004
BMW,230i Coupe,SUBCOMPACT,2.0,4,AS8,Petrol,9.5,7.4,8.5,33,200,1.0,7.4,2.0999999999999996
BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,AS8,Petrol,10.9,7.5,9.4,30,219,1.0,7.5,3.4000000000000004
BMW,330i xDrive Sedan,COMPACT,2.0,4,AS8,Petrol,9.5,6.9,8.3,34,195,1.0,6.9,2.5999999999999996
BMW,430i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Petrol,10.6,7.3,9.1,31,213,1.0,7.3,3.3
BMW,430i Coupe,COMPACT,2.0,4,AS8,Petrol,10.1,7.0,8.7,32,204,1.0,7.0,3.0999999999999996
BMW,430i xDrive Coupe,COMPACT,2.0,4,AS8,Petrol,10.9,7.5,9.4,30,219,1.0,7.5,3.4000000000000004
BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS8,Petrol,10.9,7.5,9.4,30,219,1.0,7.5,3.4000000000000004
BMW,440i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Petrol,12.4,8.5,10.7,26,249,1.0,8.5,3.9000000000000004
BMW,440i Coupe,COMPACT,3.0,6,AS8,Petrol,11.4,8.1,9.9,29,231,1.0,8.1,3.3000000000000007
BMW,440i xDrive Coupe,COMPACT,3.0,6,AS8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,AS8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
BMW,530i xDrive Sedan,MID-SIZE,2.0,4,AS8,Petrol,9.9,7.5,8.8,32,206,1.0,7.5,2.4000000000000004
BMW,540i xDrive Sedan,MID-SIZE,3.0,6,AS8,Petrol,10.7,8.1,9.5,30,222,1.0,8.1,2.5999999999999996
BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS8,Petrol,14.5,9.9,12.4,23,290,1.0,9.9,4.6
BMW,750Li xDrive Sedan,FULL-SIZE,4.4,8,AS8,Petrol,14.5,9.9,12.4,23,290,1.0,9.9,4.6
BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Petrol,14.5,9.9,12.4,23,290,1.0,9.9,4.6
BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,AS8,Petrol,11.4,8.1,9.9,29,231,1.0,8.1,3.3000000000000007
BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Petrol,11.4,8.1,9.9,29,231,1.0,8.1,3.3000000000000007
BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Petrol,11.4,8.1,9.9,29,231,1.0,8.1,3.3000000000000007
BMW,M240i xDrive Coupe,SUBCOMPACT,3.0,6,AS8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
BMW,M340i xDrive Sedan,COMPACT,3.0,6,AS8,Petrol,11.4,8.3,10.0,28,233,1.0,8.3,3.0999999999999996
BMW,M5 Sedan,MID-SIZE,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M550i xDrive Sedan,MID-SIZE,4.4,8,AS8,Petrol,13.6,9.3,11.7,24,273,1.0,9.3,4.299999999999999
BMW,M760i xDrive Sedan,FULL-SIZE,6.6,12,AS8,Petrol,17.8,11.9,15.1,19,354,1.0,11.9,5.9
BMW,M8 Cabriolet,SUBCOMPACT,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M8 Cabriolet Competition,SUBCOMPACT,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M8 Coupe,SUBCOMPACT,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M8 Coupe Competition,SUBCOMPACT,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M8 Gran Coupe,MID-SIZE,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M8 Gran Coupe Competition,MID-SIZE,4.4,8,AS8,Petrol,16.0,11.0,13.8,20,322,1.0,11.0,5.0
BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Petrol,14.5,9.9,12.4,23,290,1.0,9.9,4.6
BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,AS8,Petrol,13.6,9.3,11.7,24,273,1.0,9.3,4.299999999999999
BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS8,Petrol,14.5,9.9,12.4,23,290,1.0,9.9,4.6
BMW,X1 xDrive28i,SUV - SMALL,2.0,4,AS8,Petrol,10.3,7.7,9.1,31,213,1.0,7.7,2.6000000000000005
BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Petrol,9.9,7.6,8.8,32,207,1.0,7.6,2.3000000000000007
BMW,X2 M35i,SUV - SMALL,2.0,4,AS8,Petrol,10.0,7.8,9.0,31,210,1.0,7.8,2.2
BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS8,Petrol,10.0,8.2,9.2,31,215,1.0,8.2,1.8000000000000007
BMW,X3 M,SUV - SMALL,3.0,6,AS8,Petrol,16.6,12.1,14.6,19,339,1.0,12.1,4.500000000000002
BMW,X3 M Competition,SUV - SMALL,3.0,6,AS8,Petrol,16.6,12.1,14.6,19,339,1.0,12.1,4.500000000000002
BMW,X3 M40i,SUV - SMALL,3.0,6,AS8,Petrol,11.3,8.7,10.1,28,235,1.0,8.7,2.6000000000000014
BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Petrol,10.0,8.2,9.2,31,215,1.0,8.2,1.8000000000000007
BMW,X4 M,SUV - SMALL,3.0,6,AS8,Petrol,16.6,12.1,14.6,19,339,1.0,12.1,4.500000000000002
BMW,X4 M Competition,SUV - SMALL,3.0,6,AS8,Petrol,16.6,12.1,14.6,19,339,1.0,12.1,4.500000000000002
BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Petrol,11.3,8.7,10.1,28,235,1.0,8.7,2.6000000000000014
BMW,X5 xDrive40i,SUV - STANDARD,3.0,6,AS8,Petrol,11.7,9.1,10.5,27,245,1.0,9.1,2.5999999999999996
BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Petrol,14.5,10.7,12.8,22,302,1.0,10.7,3.8000000000000007
BMW,X5 M50i,SUV - STANDARD,4.4,8,AS8,Petrol,14.5,10.7,12.8,22,302,1.0,10.7,3.8000000000000007
BMW,X6 xDrive40i,SUV - STANDARD,3.0,6,AS8,Petrol,11.7,9.1,10.5,27,245,1.0,9.1,2.5999999999999996
BMW,X6 M50i,SUV - STANDARD,4.4,8,AS8,Petrol,14.5,10.7,12.8,22,302,1.0,10.7,3.8000000000000007
BMW,X7 xDrive40i,SUV - STANDARD,3.0,6,AS8,Petrol,12.0,9.4,10.8,26,254,1.0,9.4,2.5999999999999996
BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,AS8,Petrol,15.5,11.4,13.6,21,318,1.0,11.4,4.1
BMW,X7 M50i,SUV - STANDARD,4.4,8,AS8,Petrol,15.5,11.4,13.6,21,318,1.0,11.4,4.1
BMW,Z4 sDrive30i,TWO-SEATER,2.0,4,AS8,Petrol,9.5,7.4,8.5,33,200,1.0,7.4,2.0999999999999996
BMW,Z4 M40i,TWO-SEATER,3.0,6,AS8,Petrol,10.3,8.0,9.3,30,216,1.0,8.0,2.3000000000000007
BUICK,Enclave,SUV - STANDARD,3.6,6,A9,Petrol,13.0,9.1,11.2,25,263,1.0,9.1,3.9000000000000004
BUICK,Enclave AWD,SUV - STANDARD,3.6,6,A9,Petrol,13.6,9.6,11.8,24,277,1.0,9.6,4.0
BUICK,Encore,SUV - SMALL,1.4,4,AS6,Petrol,9.4,7.8,8.7,32,204,1.0,7.8,1.6000000000000005
BUICK,Encore AWD,SUV - SMALL,1.4,4,AS6,Petrol,10.0,8.0,9.1,31,214,1.0,8.0,2.0
BUICK,Encore GX,SUV - SMALL,1.2,3,AV,Petrol,9.0,7.7,8.4,34,198,1.0,7.7,1.2999999999999998
BUICK,Encore GX AWD,SUV - SMALL,1.3,3,A9,Petrol,9.0,8.0,8.5,33,199,1.0,8.0,1.0
BUICK,Envision AWD,SUV - SMALL,2.0,4,A9,Petrol,11.7,9.4,10.7,26,250,1.0,9.4,2.299999999999999
BUICK,Envision AWD,SUV - SMALL,2.5,4,A6,Petrol,11.1,8.6,10.0,28,234,1.0,8.6,2.5
BUICK,Regal,MID-SIZE,2.0,4,AS9,Petrol,10.3,7.4,9.0,31,211,1.0,7.4,2.9000000000000004
BUICK,Regal AWD,MID-SIZE,2.0,4,AS8,Petrol,11.0,8.0,9.6,29,227,1.0,8.0,3.0
BUICK,Regal AWD,MID-SIZE,3.6,6,AS9,Petrol,12.5,8.8,10.9,26,255,1.0,8.8,3.6999999999999993
CADILLAC,CT4,COMPACT,2.0,4,AS8,Petrol,10.1,6.8,8.7,32,203,1.0,6.8,3.3
CADILLAC,CT4,COMPACT,2.7,4,AS10,Petrol,11.5,8.0,9.9,29,232,1.0,8.0,3.5
CADILLAC,CT4 AWD,COMPACT,2.0,4,AS8,Petrol,10.4,7.4,9.1,31,213,1.0,7.4,3.0
CADILLAC,CT4 AWD,COMPACT,2.7,4,AS10,Petrol,11.7,8.4,10.2,28,238,1.0,8.4,3.299999999999999
CADILLAC,CT4-V,COMPACT,2.7,4,AS10,Petrol,11.5,8.2,10.0,28,234,1.0,8.2,3.3000000000000007
CADILLAC,CT4-V AWD,COMPACT,2.7,4,AS10,Petrol,11.7,8.4,10.2,28,238,1.0,8.4,3.299999999999999
CADILLAC,CT5,MID-SIZE,2.0,4,AS10,Petrol,10.4,7.3,9.0,31,209,1.0,7.3,3.1000000000000005
CADILLAC,CT5,MID-SIZE,3.0,6,AS10,Petrol,12.6,9.1,11.0,26,256,1.0,9.1,3.5
CADILLAC,CT5 AWD,MID-SIZE,2.0,4,AS10,Petrol,11.0,7.7,9.5,30,221,1.0,7.7,3.3
CADILLAC,CT5 AWD,MID-SIZE,3.0,6,AS10,Petrol,13.3,9.3,11.5,25,268,1.0,9.3,4.0
CADILLAC,CT5-V,MID-SIZE,3.0,6,AS10,Petrol,13.1,9.1,11.3,25,263,1.0,9.1,4.0
CADILLAC,CT5-V AWD,MID-SIZE,3.0,6,AS10,Petrol,13.8,9.4,11.8,24,276,1.0,9.4,4.4
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,Petrol,12.9,8.7,11.0,26,259,1.0,8.7,4.200000000000001
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Petrol,17.3,9.5,13.8,20,324,1.0,9.5,7.800000000000001
CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Petrol,16.7,11.1,14.2,20,333,1.0,11.1,5.6
CADILLAC,XT4,SUV - SMALL,2.0,4,AS9,Petrol,9.8,7.8,8.9,32,209,1.0,7.8,2.000000000000001
CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,AS9,Petrol,10.9,8.2,9.7,29,227,1.0,8.2,2.700000000000001
